codine	Municipio	Superficie	Capitalidad	Año	CA	Autonomía	CP	Provincia	CPJ	Partido_Judicial
12020	Barracas	42,15	Barracas		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12021	Betxí	21,44	Betxí		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12022	Bejís	42,35	Bejís		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12024	Benafer	17,03	Benafer		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12025	Benafigos	35,60	Benafigos		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12026	Benasal	79,58	Benasal		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12027	Benicarló	47,86	Benicarló		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12028	Benicasim/Benicàssim	36,10	Benicasim/Benicàssim		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12029	Benlloch	43,52	Benlloch		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12031	Borriol	60,95	Borriol		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12032	Borriana/Burriana	46,99	Borriana/Burriana		10	Comunidad Valenciana	12	Castellón/Castelló	1205	Vila-real
12033	Cabanes	131,64	Cabanes		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12034	Càlig	27,50	Càlig		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12036	Canet lo Roig	68,68	Canet lo Roig		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12037	Castell de Cabres	30,72	Castell de Cabres		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12038	Castellfort	66,74	Castellfort		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12039	Castellnovo	19,20	Castellnovo		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12040	Castellón de la Plana/Castelló de la Plana	108,78	Castellón de la Plana/Castelló de la Plana		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12041	Castillo de Villamalefa	37,74	Castillo de Villamalefa		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12042	Catí	102,35	Catí		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12043	Caudiel	62,38	Caudiel		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12044	Cervera del Maestre	93,24	Cervera del Maestre		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12045	Cinctorres	35,06	Cinctorres		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12046	Cirat	41,10	Cirat		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12048	Cortes de Arenoso	80,59	Cortes de Arenoso		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12049	Costur	21,93	Costur		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12050	Coves de Vinromà, les	136,44	Coves de Vinromà, les		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12051	Culla	116,30	Culla		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12052	Chert/Xert	82,51	Chert/Xert		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12053	Chilches/Xilxes	13,58	Chilches/Xilxes		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12055	Chodos/Xodos	44,27	Chodos/Xodos		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12056	Chóvar	18,31	Chóvar		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12057	Eslida	18,13	Eslida		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12058	Espadilla	11,96	Espadilla		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12059	Fanzara	34,98	Fanzara		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12060	Figueroles	12,09	Figueroles		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12061	Forcall	39,21	Forcall		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12063	Fuente la Reina	7,50	Fuente la Reina		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12064	Fuentes de Ayódar	10,98	Fuentes de Ayódar		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12065	Gaibiel	18,08	Gaibiel		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12067	Geldo	0,56	Geldo		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12068	Herbés	27,12	Herbés		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12069	Higueras	11,84	Higueras		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12070	Jana, la	19,50	Jana, la		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12071	Jérica	78,28	Jérica		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12072	Lucena del Cid	137,04	Lucena del Cid		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12073	Ludiente	31,35	Ludiente		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12074	Llosa, la	10,03	Llosa, la		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12075	Mata de Morella, la	15,16	Mata de Morella, la		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12076	Matet	14,89	Matet		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12077	Moncofa	14,53	Moncofa		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12078	Montán	34,10	Montán		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12079	Montanejos	37,80	Montanejos		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12080	Morella	413,54	Morella		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12081	Navajas	7,89	Navajas		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12082	Nules	50,53	Nules		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12083	Olocau del Rey	43,98	Olocau del Rey		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12084	Onda	108,42	Onda		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12085	Oropesa del Mar/Orpesa	26,42	Oropesa del Mar/Orpesa		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12087	Palanques	14,32	Palanques		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12088	Pavías	14,41	Pavías		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12089	Peníscola/Peñíscola	78,97	Peníscola/Peñíscola		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12090	Pina de Montalgrao	31,60	Pina de Montalgrao		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12091	Portell de Morella	49,40	Portell de Morella		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12092	Puebla de Arenoso	42,53	Puebla de Arenoso		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12093	Pobla de Benifassà, la	136,00	Pobla de Benifassà, la		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12094	Pobla Tornesa, la	25,81	Pobla Tornesa, la		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12095	Ribesalbes	8,55	Ribesalbes		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12096	Rossell	74,93	Rossell		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12097	Sacañet	30,50	Sacañet		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12098	Salzadella, la	49,92	Salzadella, la		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12099	Sant Jordi/San Jorge	36,49	Sant Jordi/San Jorge		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12100	Sant Mateu	64,62	Sant Mateu		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12101	San Rafael del Río	21,15	San Rafael del Río		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12102	Santa Magdalena de Pulpis	66,49	Santa Magdalena de Pulpis		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12103	Sarratella	18,81	Sarratella		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12104	Segorbe	106,08	Segorbe		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12105	Sierra Engarcerán	81,98	Sierra Engarcerán		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12106	Soneja	29,10	Soneja		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12107	Sot de Ferrer	8,64	Sot de Ferrer		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12108	Sueras/Suera	22,22	Sueras/Suera		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12109	Tales	14,53	Tales		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12110	Teresa	19,89	Teresa		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12111	Tírig	42,34	Tírig		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12112	Todolella	34,03	Todolella		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12113	Toga	13,52	Toga		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12114	Torás	16,78	Torás		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12115	Toro, El	109,95	Toro, El		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12116	Torralba del Pinar	21,19	Torralba del Pinar		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12117	Torreblanca	29,79	Torreblanca		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12118	Torrechiva	11,85	Torrechiva		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12119	Torre dEn Besora, la	11,87	Torre dEn Besora, la		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12120	Torre den Doménec, la	3,19	Torre den Doménec, la		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12121	Traiguera	59,76	Traiguera		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12122	Useras/Useres, les	80,69	Useras/Useres, les		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12123	Vallat	5,01	Vallat		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12124	Vall dAlba	52,92	Vall dAlba		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12125	Vall de Almonacid	21,12	Vall de Almonacid		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12126	Vall dUixó, la	67,08	Vall dUixó, la		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12127	Vallibona	91,37	Vallibona		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12128	Vilafamés	70,40	Vilafamés		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12129	Villafranca del Cid/Vilafranca	93,85	Villafranca del Cid/Vilafranca		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12130	Villahermosa del Río	108,88	Villahermosa del Río		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12131	Villamalur	19,47	Villamalur		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12132	Vilanova dAlcolea	68,41	Vilanova dAlcolea		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12133	Villanueva de Viver	5,95	Villanueva de Viver		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12134	Vilar de Canes	15,91	Vilar de Canes		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12135	Vila-real	55,12	Vila-real		10	Comunidad Valenciana	12	Castellón/Castelló	1205	Vila-real
12136	Vilavella, la	6,15	Vilavella, la		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12137	Villores	5,31	Villores		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12138	Vinaròs	95,46	Vinaròs		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12139	Vistabella del Maestrazgo	151,00	Vistabella del Maestrazgo		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12140	Viver	49,93	Viver		10	Comunidad Valenciana	12	Castellón/Castelló	1202	Segorbe
12141	Zorita del Maestrazgo	68,83	Zorita del Maestrazgo		10	Comunidad Valenciana	12	Castellón/Castelló	1203	Vinaròs
12142	Zucaina	51,57	Zucaina		10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
12901	Alquerías del Niño Perdido	12,61	Alquerías del Niño Perdido		10	Comunidad Valenciana	12	Castellón/Castelló	1204	Nules
12902	Sant Joan de Moró	29,15	Sant Joan de Moró	1991	10	Comunidad Valenciana	12	Castellón/Castelló	1201	Castellón de la Plana
13001	Abenójar	423,43	Abenójar		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13002	Agudo	229,96	Agudo		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13003	Alamillo	67,29	Alamillo		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13004	Albaladejo	48,94	Albaladejo		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13005	Alcázar de San Juan	666,78	Alcázar de San Juan		08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13006	Alcoba	307,10	Alcoba		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13007	Alcolea de Calatrava	70,79	Alcolea de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13008	Alcubillas	47,46	Alcubillas		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13009	Aldea del Rey	154,31	Aldea del Rey		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13010	Alhambra	580,25	Alhambra		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13011	Almadén	239,64	Almadén		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13012	Almadenejos	102,88	Almadenejos		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13013	Almagro	249,74	Almagro		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13014	Almedina	55,90	Almedina		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13015	Almodóvar del Campo	1208,27	Almodóvar del Campo		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13016	Almuradiel	66,16	Almuradiel		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13017	Anchuras	231,05	Anchuras		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13018	Arenas de San Juan	63,09	Arenas de San Juan		08	Castilla-La Mancha	13	Ciudad Real	1303	Daimiel
13019	Argamasilla de Alba	241,82	Argamasilla de Alba		08	Castilla-La Mancha	13	Ciudad Real	1308	Tomelloso
13020	Argamasilla de Calatrava	165,94	Argamasilla de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13021	Arroba de los Montes	61,70	Arroba de los Montes		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13022	Ballesteros de Calatrava	57,83	Ballesteros de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13023	Bolaños de Calatrava	87,89	Bolaños de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13024	Brazatortas	271,82	Brazatortas		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13025	Cabezarados	80,36	Cabezarados		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13026	Cabezarrubias del Puerto	100,59	Cabezarrubias del Puerto		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13027	Calzada de Calatrava	410,94	Calzada de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13028	Campo de Criptana	302,41	Campo de Criptana		08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13029	Cañada de Calatrava	29,90	Cañada de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13030	Caracuel de Calatrava	9,92	Caracuel de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13031	Carrión de Calatrava	95,77	Carrión de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13032	Carrizosa	26,04	Carrizosa		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13033	Castellar de Santiago	95,50	Castellar de Santiago		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13034	Ciudad Real	289,98	Ciudad Real		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13035	Corral de Calatrava	148,77	Corral de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13036	Cortijos, Los	94,89	Cortijos, Los		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13037	Cózar	64,99	Cózar		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13038	Chillón	207,78	Chillón		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13039	Daimiel	438,30	Daimiel		08	Castilla-La Mancha	13	Ciudad Real	1303	Daimiel
13040	Fernán Caballero	103,96	Fernán Caballero		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13041	Fontanarejo	76,95	Fontanarejo		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13042	Fuencaliente	269,85	Fuencaliente		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13043	Fuenllana	59,96	Fuenllana		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13044	Fuente el Fresno	119,46	Fuente el Fresno		08	Castilla-La Mancha	13	Ciudad Real	1303	Daimiel
13045	Granátula de Calatrava	152,65	Granátula de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13046	Guadalmez	71,99	Guadalmez		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13047	Herencia	226,74	Herencia		08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13048	Hinojosas de Calatrava	102,52	Hinojosas de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13049	Horcajo de los Montes	208,44	Horcajo de los Montes		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13050	Labores, Las	34,14	Labores, Las		08	Castilla-La Mancha	13	Ciudad Real	1303	Daimiel
13051	Luciana	113,84	Luciana		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13052	Malagón	364,80	Malagón		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13053	Manzanares	474,22	Manzanares		08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
13054	Membrilla	143,94	Membrilla		08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
13055	Mestanza	370,00	Mestanza		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13056	Miguelturra	118,37	Miguelturra		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13057	Montiel	271,29	Montiel		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13058	Moral de Calatrava	188,20	Moral de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13059	Navalpino	196,33	Navalpino		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13060	Navas de Estena	146,54	Navas de Estena		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13061	Pedro Muñoz	101,31	Pedro Muñoz		08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13062	Picón	59,57	Picón		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13063	Piedrabuena	565,36	Piedrabuena		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13064	Poblete	27,82	Poblete		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13065	Porzuna	211,90	Porzuna		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13066	Pozuelo de Calatrava	99,67	Pozuelo de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13067	Pozuelos de Calatrava, Los	84,00	Pozuelos de Calatrava, Los		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13068	Puebla de Don Rodrigo	424,87	Puebla de Don Rodrigo		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13069	Puebla del Príncipe	33,97	Puebla del Príncipe		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13070	Puerto Lápice	54,85	Puerto Lápice		08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13071	Puertollano	226,74	Puertollano		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13072	Retuerta del Bullaque	653,91	Retuerta del Bullaque		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13073	Saceruela	247,28	Saceruela		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13074	San Carlos del Valle	57,88	San Carlos del Valle		08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
13075	San Lorenzo de Calatrava	105,73	San Lorenzo de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13076	Santa Cruz de los Cáñamos	17,72	Santa Cruz de los Cáñamos		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13077	Santa Cruz de Mudela	134,60	Santa Cruz de Mudela		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13078	Socuéllamos	374,10	Socuéllamos		08	Castilla-La Mancha	13	Ciudad Real	1308	Tomelloso
13079	Solana, La	134,18	Solana, La		08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
13080	Solana del Pino	180,08	Solana del Pino		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13081	Terrinches	55,52	Terrinches		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13082	Tomelloso	241,83	Tomelloso		08	Castilla-La Mancha	13	Ciudad Real	1308	Tomelloso
13083	Torralba de Calatrava	101,58	Torralba de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13084	Torre de Juan Abad	399,73	Torre de Juan Abad		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13085	Torrenueva	142,15	Torrenueva		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13086	Valdemanco del Esteras	142,46	Valdemanco del Esteras		08	Castilla-La Mancha	13	Ciudad Real	1310	Almadén
13087	Valdepeñas	487,65	Valdepeñas		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13088	Valenzuela de Calatrava	44,08	Valenzuela de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1309	Almagro
13089	Villahermosa	363,01	Villahermosa		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13090	Villamanrique	370,00	Villamanrique		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13091	Villamayor de Calatrava	144,81	Villamayor de Calatrava		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13092	Villanueva de la Fuente	129,10	Villanueva de la Fuente		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13093	Villanueva de los Infantes	135,06	Villanueva de los Infantes		08	Castilla-La Mancha	13	Ciudad Real	1306	Villanueva de los Infantes
13094	Villanueva de San Carlos	109,25	Villanueva de San Carlos		08	Castilla-La Mancha	13	Ciudad Real	1307	Puertollano
13095	Villar del Pozo	13,23	Villar del Pozo		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13096	Villarrubia de los Ojos	281,86	Villarrubia de los Ojos		08	Castilla-La Mancha	13	Ciudad Real	1303	Daimiel
13097	Villarta de San Juan	66,01	Villarta de San Juan		08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
13098	Viso del Marqués	533,20	Viso del Marqués		08	Castilla-La Mancha	13	Ciudad Real	1305	Valdepeñas
13901	Robledo, El	105,50	Robledo, El		08	Castilla-La Mancha	13	Ciudad Real	1302	Ciudad Real
13902	Ruidera	39,20	Ruidera		08	Castilla-La Mancha	13	Ciudad Real	1308	Tomelloso
13903	Arenales de San Gregorio	31,19	Arenales de San Gregorio	1999	08	Castilla-La Mancha	13	Ciudad Real	1301	Alcázar de San Juan
13904	Llanos del Caudillo	20,45	Llanos del Caudillo	1999	08	Castilla-La Mancha	13	Ciudad Real	1304	Manzanares
14001	Adamuz	334,84	Adamuz		01	Andalucía	14	Córdoba	1401	Montoro
14002	Aguilar de la Frontera	166,48	Aguilar de la Frontera		01	Andalucía	14	Córdoba	1402	Aguilar de la Frontera
14003	Alcaracejos	175,62	Alcaracejos		01	Andalucía	14	Córdoba	1403	Pozoblanco
14004	Almedinilla	55,52	Almedinilla		01	Andalucía	14	Córdoba	1409	Priego de Córdoba
14005	Almodóvar del Río	172,53	Almodóvar del Río		01	Andalucía	14	Córdoba	1405	Posadas
14006	Añora	112,57	Añora		01	Andalucía	14	Córdoba	1403	Pozoblanco
14007	Baena	362,51	Baena		01	Andalucía	14	Córdoba	1404	Baena
14008	Belalcázar	355,99	Belalcázar		01	Andalucía	14	Córdoba	1406	Peñarroya-Pueblonuevo
14009	Belmez	207,39	Belmez		01	Andalucía	14	Córdoba	1406	Peñarroya-Pueblonuevo
14010	Benamejí	53,35	Benamejí		01	Andalucía	14	Córdoba	1407	Lucena
14011	Blázquez, Los	102,74	Blázquez, Los		01	Andalucía	14	Córdoba	1406	Peñarroya-Pueblonuevo
14012	Bujalance	124,82	Bujalance		01	Andalucía	14	Córdoba	1401	Montoro
14013	Cabra	229,09	Cabra		01	Andalucía	14	Córdoba	1410	Cabra
14014	Cañete de las Torres	103,52	Cañete de las Torres		01	Andalucía	14	Córdoba	1401	Montoro
14015	Carcabuey	79,74	Carcabuey		01	Andalucía	14	Córdoba	1409	Priego de Córdoba
14016	Cardeña	512,87	Cardeña		01	Andalucía	14	Córdoba	1401	Montoro
14017	Carlota, La	78,97	Carlota, La		01	Andalucía	14	Córdoba	1405	Posadas
14018	Carpio, El	46,68	Carpio, El		01	Andalucía	14	Córdoba	1401	Montoro
14019	Castro del Río	219,92	Castro del Río		01	Andalucía	14	Córdoba	1408	Córdoba
14020	Conquista	38,55	Conquista		01	Andalucía	14	Córdoba	1403	Pozoblanco
14021	Córdoba	1255,24	Córdoba		01	Andalucía	14	Córdoba	1408	Córdoba
14022	Doña Mencía	15,20	Doña Mencía		01	Andalucía	14	Córdoba	1410	Cabra
14023	Dos Torres	129,09	Dos Torres		01	Andalucía	14	Córdoba	1403	Pozoblanco
14024	Encinas Reales	34,21	Encinas Reales		01	Andalucía	14	Córdoba	1407	Lucena
14025	Espejo	56,64	Espejo		01	Andalucía	14	Córdoba	1408	Córdoba
14026	Espiel	437,26	Espiel		01	Andalucía	14	Córdoba	1406	Peñarroya-Pueblonuevo
